url;status
mp3raid.com/music/krizz_kaliko.html;0
bopsecrets.org/rexroth/cr/1.htm;0
http://buzzfil.net/m/show-art/ils-etaient-loin-de-s-imaginer-que-le-hibou-allait-faire-ceci-quand-ils-filmaient-2.html;0
espn.go.com/nba/player/_/id/3457/brandon-rush;0
yourbittorrent.com/?q=anthony-hamilton-soulife;0
allmusic.com/album/crazy-from-the-heat-r16990;0
corporationwiki.com/Ohio/Columbus/frank-s-benson-P3333917.aspx;0
myspace.com/video/vid/30602581;0
quickfacts.census.gov/qfd/maps/iowa_map.html;0
nugget.ca/ArticleDisplay.aspx?archive=true&e=1160966;0
uk.linkedin.com/pub/steve-rubenstein/8/718/755;0
baseball-reference.com/players/h/harrige01.shtml;0
192.com/atoz/people/oakley/patrick/;0
nytimes.com/1998/03/29/style/cuttings-oh-that-brazen-raucous-glorious-hibiscus.html;0
escholarship.org/uc/item/5xt4952c;0
songfacts.com/detail.php?id=13410;0
casamanana.org/education/blba/;0
http://hollywoodlife.com/2014/05/01/rihanna-iheartradio-music-awards-dress-2014-pics/;0
en.wikipedia.org/wiki/North_Dakota;0
soaps.sheknows.com/daysofourlives/news/id/20259/Days_Of_Our_Lives_Casts_Ruta_Lee/;0
perfectpeople.net/celebrity-star/6920/gidget-gein.htm;0
media.caltech.edu/press_releases/13186;0
wikiobits.com/Obits/TonyProudfoot;0
vanderbilt.rivals.com/viewcoach.asp?coach=2079&sport=1&year=2011;0
movies.yahoo.com/shop?d=hv&cf=info&id=1800340831;0
cyndislist.com/us/pa/counties;0
psychology.wikia.com/wiki/Phonemes;0
info.centriq.com/content/fivereasons;0
articles.baltimoresun.com/1991-06-11/sports/1991162162_1_james-koehler-texas-rangers-terrell-lowery;0
infinitysw.com/;0
strawberrycreekgardens.com/;0
spoke.com/dir/p/desantis/nick;0
wordsmith.org/words/pignus.html;0
http://interpark.com/displaycorner/FreeMarket.do?_method=itemCateList&free1=pc&free2=007001008003&free3=item&disp_no=007001008003;0
almanac.logos.com/Denominations;0
gaming.wikia.com/wiki/Backbreaker_(video_game);0
ceu.hu/;0
registry.weddingchannel.com/coupledir/20108/C/R314763282/JARED_CLOUGH_AND_TAJAI_RITCHIE.htm;0
linkedin.com/pub/george-cleveland/7/80a/599;0
sunshinemills.com/;0
agoda.com/north_america/canada/montreal_qc/attractions/hotels_near_mcgill_university_centre_for_continuing_education.html;0
ctv.ca/generic/WebSpecials/sponsorship_scandal/;0
veoox.com/tags/game.html;0
chuckwalkertrio.blogspot.com/;0
aerosolesshoes.org/;0
recipelink.com/msgbrd/board_14/2007/DEC/29094.html;0
ideas.repec.org/f/pma235.html;0
peopleaz.org/firstname/Fowlkes/6;0
orensamtraktrip.wordpress.com/;0
alexa.com/whatshot?q=james+arness;0
jpopasia.com/group/arashi/discography/;0
kitsapsun.com/photos/2011/feb/25/177999/;0
local.yahoo.com/info-42862457-oakland-international-airport-oakland;0
tripadvisor.com/Restaurant_Review-g680765-d1768647-Reviews-Yacha_Yacha-Miyakojima_Okinawa_Prefecture_Kyushu_Okinawa.html;0
articles.elitefts.com/articles/training-articles/five-great-exercises-for-building-a-dominant-defensive-lineman/;0
broadwaystars.com/classic/?source=www.playbill.com;0
forums.networkinfrastructure.info/motorola-wireless-lan-switches/;0
youtube.com/watch?v=mwpoPQ1SPJU;0
mccall-idchamber.org/;0
chacha.com/question/who-said-the-quote-%27say-what-you-mean%2C-mean-what-you-say-and-put-a-beat-to-it%27;0
friars.com/sports/m-baskbl/archive/prov-m-baskbl-2003.html;0
pipl.com/directory/name/Whissell/180;0
spokeo.com/John+Collet;0
http://fanpage.gr/family/gineka/%ce%b1%cf%85%cf%84%ce%bf%ce%af-%ce%b5%ce%af%ce%bd%ce%b1%ce%b9-%ce%bf%ce%b9-13-%cf%89%cf%81%ce%b1%ce%b9%cf%8c%cf%84%ce%b5%cf%81%ce%bf%ce%b9-%ce%ad%ce%bb%ce%bb%ce%b7%ce%bd%ce%b5%cf%82-%ce%b1%ce%bd-2/;0
faqs.org/copyright/handbook-for-the-individual-or-group-culture-free/;0
duckduckgo.com/1/c/Roman_Catholic_cathedrals_in_Canada;0
http://worldoftanks.ru/ru/content/guide/payments_instruction/mobile-payments-rostelekom-ural-utel/;0
en.wikipedia.org/wiki/Lloyd_Bacon;0
http://serverfault.com/questions/682832/squid-transparent-https-certificate-error-ssl-error-bad-cert-domain;0
ciajfk.com/harold.html;0
indyweek.com/artery/archives/2011/10/07/come-back-to-the-1980s-at-the-escapism-film-festival-which-begins-friday;0
linkedin.com/pub/charles-gariepy/2/642/28;0
eyeappealoptometry.com/;0
brophygen.com/;0
icehockey.wikia.com/wiki/Dan_Blackburn;0
gurufocus.com/news/116068/who-is-the-warren-buffett-of-canada-prem-watsa-of-fairfax-financial-ffh-or-paul-desmarais-of-power-corporation-of-canada-pow;0
stewstew.com/;0
livingharvest.com/products/ice-cream-bars;0
http://icicibank.com/Personal-Banking/offers/offer-detail.page?id=offer-readers-digest-magazine-offer-20150202203953555;0
bleacherreport.com/articles/300242-doug-harvey-one-of-the-best-ever-to-play-the-game;0
artfacts.net/it/istituzion/ms--muzeum-sztuki-lodz-2724/visione-generale.html;0
parsippanysoccerclub.org/;0
international.uiowa.edu/services/language/allnet/resources/languages/turkish.asp;0
btscene.eu/verified-search/torrent/franco+piersanti/;0
signature-editions.com/;0
en.wikipedia.org/wiki/Blessed_by_a_Broken_Heart;0
national.ca/Bold-Thinking/NATIONAL-Publications.aspx;0
http://motthegioi.vn/the-gioi-cuoi/clip-dai-gia-mac-ca-voi-co-ban-banh-my-185682.html;0
metroactive.com/papers/metro/01.29.98/idiotflesh-9804.html;0
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FwjfL4fhPp1lPxTZb+%E3%82%A2%E3%83%AA%E3%82%B5%E5%86%8D%E3%81%B3%EF%BC%81%E3%82%A8%E3%83%AD%E3%82%A2%E3%83%8B%E3%83%A1+%23ero+%23douga+%23agesage;0
http://correios.com.br/para-sua-empresa/comunicacao/certificados-digitais/ajuda-interativa/informacoes-sobre-a-baixa-dos-certificados-a1;0
http://olx.ro/i2/electronice-si-electrocasnice/electrocasnice/masini-de-cusut/gtm.start;0
msn.foxsports.com/nhl/player/yann-sauve/720461;0
hallmark.businessgreetings.com/;0
musicstack.com/records-cds/toni+tony+tone;0
linkedin.com/pub/george-cleveland/7/80a/599;0
worldwrestlinginsanity.com/am2/publish/ringofhonorlive/roh_sinclair_tv2.shtml;0
http://slashdot.org/submission/2916707/facebook-to-include-profile-photos-in-its-facial-recognition-database;0
facebook.com/people/Yui-Takeshita/100001611015714;0
sportsposterwarehouse.com/items_388__grandprixclassicscoll.html;0
br-icloud.com.br;1
signin.eby.de.zukruygxctzmmqi.civpro.co.za;1
http://www.marketingbyinternet.com/mo/e56508df639f6ce7d55c81ee3fcd5ba8/;1
rcarpe95.beget.tech;1
retajconsultancy.com;1
http://www.martin-busker.de/administrator/help/en-GB/css/Facture/c4d12146ebce8e1684d3542308399779/8fa39dab95edb1b676b638a672278eae/particuliers-45636.php;1
alexpay2.beget.tech;1
facebook.unitedcolleges.net;1
http://www.bimabn.com/1-configurazione-supporto-apple.store-contatta/c/Apple-id/3d465e25b47e6bc23ae55f5de40e1bb1/;1
halkbankparaf-para.com;1
http://www.designeremdoces.com/components/com_contact/ggdrives/;1
roverslands.net;1
corporacionrossenditotours.com;1
http://drive-google-com.fanalav.com/6a7ec96d6a4b8b887e9f9ace81b40a99/;1
detkreimeier-fotografie.de;1
info-pages.000webhostapp.com;1
myptccash.com;1
citiprepaid-salarysea-at.tk;1
http://www.smc-images.co.uk/images/index_hvoda_2311_10.html;1
appieid-enable.com;1
autopostoajax.com.br;1
muhanovabeauty.ru;1
rcarpe95.beget.tech;1
http://fb.com.accounts.login.userid.343441.fbsbk.com/;1
titaniumcorporate.co.za;1
sydsarthaus.com;1
http://icomtec.com.my/westpac.au/login.westpac.au/update.billing/information/westpac.au/index.html;1
afugowe.com;1
ammmmazonm.temp.swtest.ru;1
http://www.naylorantiques.com/d0y_qx_6_l_6hqo_ewkbketxbu1u7oy10gmkyfrgwnm8llrdhlxcps_ale1_d9b6mij__8tja_b1t__hke2i6dv4xmv0f1fr24/i5_mlqfp_znd5_khgrrgbwjyv__q6gz1yve5hq7agfj3o_pt8awujg9vuy1__d7hqr8yt42n__luu_hep_1et_dlku4_0f1_5_o/QDCHOZ0LZW.php;1
http://pastehtml.com/view/b2i243gkw.html;1
info-online-account.net;1
http://www.ksra.ca/form/use/verify/form1.html;1
nihahaw5.beget.tech;1
waterviewdistillery.com;1
prodenk-sanierung.de;1
smarticullties.com;1
checkstorenow.ml;1
diego-fc.com;1
idservicetelsmsmmssfr.000webhostapp.com;1
bursakombiservisi.web.tr;1
http://www.lappiramis.hu/wordpress/wp-content/themes/twentyeleven/inc/images/index.htm;1
starpacintl.com;1
http://www.hippapi.org/test/itunes.login/WebObjects/iTunesConnect.html;1
inobediencetohim.com.au;1
http://habbomoedasgeraa.blogspot.com/;1
sixgoody.com;1
account-security-centre20181712.000webhostapp.com;1
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify9.eu-id3.net/identify-customer=7gqIFbqj8arzSIQO5462DGWSCYDxgFcMXV0VVmRocB9YDXSVIl1eZXQ59t7hONf6Cy0nMNK3AXoC9tBGK0a7HH4hMrD16GBsW593/;1
scr-paypal.co.uk;1
toctok.com.mx;1
http://www.naylorantiques.com/MRR%20Uhzs/twGEShRCGGSDAMSWUtjTUgyUIvxFqOEJwHa/;1
http://pastehtml.com/view/bfzi0ah2a.html;1
http://mikteks.biz/S7XIde/webscr_prim.php?bWlrdGVrcy5iaXo=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDkxODc4OA==;1
facebook.jolims.tk;1
contatocliente-sac.com.br;1
http://www.itfindia.org/confirmation-account/c85652703f710065c1255aa03a9aefae/53ca17bd02579e9464e40735557fdfeb/login.php;1
holographiccocoon.com;1
emergencybriefing.info;1
wisdomhomeloans.com.au;1
peregrine.igg.biz;1
insidelocation.ga;1
newyors.com;1
http://us.diablo.net.login.xml.sc-ueo.in/login.html;1
gojukarate.biz;1
prosdyuqnsdwxm.intend-incredible.ru;1
oregoncraftsmanllc.com;1
http://skat-vviztmhc.pepespizza.com/skat.dk/personlige-oplysninger.html;1
http://creditmaster.eu/7416077659/241250503/;1
http://distrimarsanitarios.soydg.com/wp-content/themes/jay/178bccdcc72168f6eaeec8c4b3b336fe/;1
servericer.wellsfarg0t.com.aquisites.net;1
sitedefesta.com;1
yikesprospho.com.gridhosted.co.uk;1
http://pastehtml.com/view/bfza8l1z0.html;1
jmdphysiotronic.in;1
copcusco.ml;1
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify2.srv-woa1.com/identify-customer=FNMS8Sl674LLjwtXQ13gHYMQsnz8FgTNjLW7WNBqQUeybUMKAbBRveUn5BVgC4PKWtx8GcSegWNIDajcukqmCoArLNaOaMpkt5YF/;1
http://www.jjscdc.cn/adfile/login.html?us.battle.net/login/en/?ref=us.battle.net/d3/en/index;1
jetztgezahlt.xyz;1
desayembrqvxvvegpzvs.littlematchagirl.com.au;1
acacacukserver.000webhostapp.com;1
smolmaw5.beget.tech;1
nsbaoan.com;1
http://netvanduc.vn/components/com_contact/views/contact/frm.htm;1
shortletnigeria.ng;1
morinyog.usa.cc;1
demaingroup.com;1
apnavarsa.com;1
eec-courier.com;1
matisslima.com;1
http://www.svssonline.com/ragamfashion.com/_DEMO_File/colorpicker/css/.press/dropbox/dropbox/dropbox/dropbox/dropbox/;1
mysqatendimentov3.uni5.net;1
debbiewoodsyoga.com;1
malerei-roli.at;1
http://us.battle.net.d3.loginwowow.com/login/en/;1
newdamianamiaiua.it;1
fcnmbnig.com;1
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify0.srv-woa1.co.uk/identify-customer=UPCreyG36Qn8Z7WQ2ofJ6M1HK9ol1muCOea3VBR3aNABrv1ucJrQE0gESUul0OghVNpvy64Cm75VlRGEKfx8rPqf2DyByqVk6KXO/;1
totallykidz.in;1
thijs-steigerhout.nl;1
